function,Q_onAssert,num_loops,1,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_monocarpic_do_stmts,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_mutable_instance_data_members_read,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_mutable_instance_data_members_written,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_non_static_calls_non_this,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_non_static_local_vars,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_non_term_cond_loops,1,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_parameters,2,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_parameters_with_default_args,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_return_stmts,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_selection_stmts,1,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_static_local_vars,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_stmts,10,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_switch_stmts,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_switch_stmts_without_default,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_throw_exprs,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_try_stmts,0,..\..\src\qs\qutest.cpp:456:12
function,Q_onAssert,num_while_stmts,0,..\..\src\qs\qutest.cpp:456:12
function,QP::QActiveDummy::init,avg_scope_nesting_depth,1.667,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,cyclomatic_complexity,3,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,halstead_bugs,0.076,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,halstead_difficulty,5.750,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,halstead_effort,1312.349,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,halstead_length,48,..\..\src\qs\qutest.cpp:174:20
function,QP::QActiveDummy::init,halstead_level,0.174,..\..\src\qs\qutest.cpp:174:20
